"last_name, first_name","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_splitter","active_spin_curve","active_spin_slider","active_spin_sweeper","active_spin_slurve"
"Yamamoto, Yoshinobu","R","92.3","89.3","50.8",,"73.3","94","40.2",,
"Alexander, Tyler","L","92.3","91.9","42.4","91.2",,,,"51.4",
"Anderson, Chase","R","92.2","90.3","46.4","99.4",,"96.9",,"55.4",
"Zeferjahn, Ryan","R","92.2",,"33.7",,,,,"61.6",
"Fairbanks, Pete","R","92.2",,,"74.4",,,"46.2",,
"Adon, Joan","R","92.2","87.8",,"79.9",,"51.1","41.8",,
"Madden, Ty","R","92.2","90.6","40.7",,"83","82.3","19.2",,
"Ober, Bailey","R","92.2",,,"98.8",,"77.4","51.3","44.6",
"Castillo, Luis","R","92.2","93.9",,"94",,,"15",,
"Allard, Kolby","L","92.2","95.4","44.9","99.6",,"94.9",,,
"Mazur, Adam","R","92.1","90.9",,"92.8",,"67.4","23.7",,
"Brasier, Ryan","R","92.1","93.3","59.1",,,,"31.3",,
"Cruz, Fernando","R","92.1",,"42.3",,"63.4",,,,
"O'Loughlin, Jack","L","92.1",,,"99.3",,"82.6","22.3",,
"Winn, Keaton","R","92.1","83.3",,,"86.7",,"11.9",,
"Salazar, Eduardo","R","92","87.9",,,,,"20.6",,
"Povich, Cade","L","92","91.5","48.7","94.2",,"88.8",,"31.3",
"Veneziano, Anthony","L","92",,,"98.9",,,"28.8","47.7",
"Burke, Sean","R","92",,,"99.6",,"78.7","30.9",,
"Allen, Logan","L","92","92.5","43.7","72.7",,,,"54.4",
"Dobnak, Randy","R","91.9","78.7",,"83.3",,,"36.9",,
"Taillon, Jameson","R","91.8","91.9","51","96.8",,"74.2",,"51.9",
"Mantiply, Joe","L","91.8","92.2",,"98.4",,"49.3",,,
"deGrom, Jacob","R","91.7",,,"94.2",,,"30",,
"Mederos, Victor","R","91.7","91.9",,"96.4",,"75.9","32.3",,
"Flexen, Chris","R","91.7",,"56.2","98.5",,"87.8","49.3",,
"Estes, Joey","R","91.6","92.4","38.6","99.1",,,"35.5","52.9",
"Speier, Gabe","L","91.6","92",,,,,"33",,
"Brown, Hunter","R","91.5","91.2","59.6","95.5",,"80.2","42.1",,
"Kimbrel, Craig","R","91.5",,,,,"70",,"64",
"Dubin, Shawn","R","91.5",,"35.4","87.6",,"91.5",,"61.1",
"Civale, Aaron","R","91.4","89.1","48.1",,"93.7","86.6","41.4","62.3",
"Frías, Luis","R","91.4","91.1","36.8",,,,"59",,
"Jacob, Alek","R","91.4","91.9",,"95.9",,,,"73.1",
"Otañez, Michel","R","91.4","92.9",,,,,"23.8",,
"Cole, Gerrit","R","91.4","91.4","47","97.7",,"79","28.6",,
"Miller, Mason","R","91.2",,,"88.6",,,"48.3",,
"Clevinger, Mike","R","91.2","89.4","24.6","96.9",,"69",,"59.8",
"Wells, Tyler","R","91.1",,"57.9","95.6",,"66.1","35",,
"Tonkin, Michael","R","91.1","86.9",,,,,"25.2","47.8",
"Sands, Cole","R","91.1","87.6","42.2",,"85.1","62",,,
"Neris, Héctor","R","91.1","91.1",,,"68.6",,"40.5",,
"Faedo, Alex","R","91.1","88.2",,"86.7",,,"24.5",,
"Ferguson, Caleb","L","91","87","32.3",,,,,,"61.9"
"Lange, Alex","R","91","85.9",,"89.4",,"15.2",,,
"Suárez, Albert","R","91",,"44.8","97.4",,"54.1",,,
"Martinez, Justin","R","91","89.5",,,"93.1",,"27.8",,
"Nastrini, Nick","R","91",,,"95.4",,"61.3","19.2",,
"Suarez, José","L","90.9","91.3","49.8","86.4",,,"30.8","43.1",
"Thorpe, Drew","R","90.9",,"39.7","97.8",,,"35","49",
"Garrett, Reed","R","90.9","87.3","37.8",,"79.6",,,"46.1",
"Woo, Bryan","R","90.9","85.9",,"86",,,"26.5","55.9",
"Montero, Rafael","R","90.8","87",,"93.8",,,"28.9",,
"Chapman, Aroldis","L","90.8","89",,,"43.5",,"38.1",,
"Espino, Paolo","R","90.8",,,"95.2",,"99.6",,"73.3",
"Assad, Javier","R","90.8","88.9","57.5","96.3",,"76.7","47.5","57",
"Morton, Charlie","R","90.8","92.4","28.5","99.3",,"71.3",,,
"Farmer, Buck","R","90.7","88",,"79.6",,,"26.9",,
"Puk, A.J.","L","90.7","88.7",,"97.4","59.3",,"21","49.1",
"Rogers, Josh","L","90.6",,,,,,"40.4","43.4",
"Lowder, Rhett","R","90.5","85.4",,"87.5",,,"28",,
"Megill, Tylor","R","90.5","90.5","46.9","84.2","44.1","80.4","31.9","63.3",
"Cisnero, José","R","90.5","92.6",,"80.3",,,"28.5",,
"Henry, Tommy","L","90.5","92.9",,"95",,"80.4","20.3",,
"Marte, José","R","90.4","82.9",,"94.9",,,"37.2",,
"Bido, Osvaldo","R","90.4","89.8","22.5","94.1",,,"28.4",,
"Severino, Luis","R","90.4","89.8","55","97.9",,,"50.2","62.8",
"Martinez, Nick","R","90.4","88.9","59.7","82",,"71.7","13.1",,
"Rogers, Trevor","L","90.3","90",,"86",,,"26.3",,
"Staumont, Josh","R","90.3","88.9",,,,,"26.8",,
"Thielbar, Caleb","L","90.3",,,,,"89.7",,"39.3",
"Hernández, Elieser","R","90.3","88.8","49.5","92.9",,,,,
"Waldron, Matt","R","90.3","86","56.5",,,,,"44.3",
"Kerr, Ray","L","90.2",,"59",,"97.4","34.7",,,
"Buehler, Walker","R","90.2","86.9","54.5","93.6",,"92.3","41.9","57.9",
"Long, Sam","L","90.2",,,,"88.5","76","13.3",,
"Miller, Bryce","R","90.2","87.2","60.8",,"67.1","57.4","22.4","60.3",
"Kikuchi, Yusei","L","90.2",,,"88.9",,"42.6","27.3",,
"Feyereisen, J.P.","R","90.2",,,"86.2",,,"31.3",,
"Smith, Will","L","90.1",,,"92.1",,"61.2","27.5",,
"Muñoz, Roddery","R","90.1","85.9","46.3","95.4",,,"29.8",,
"Gasser, Robert","L","90.1","83.3","43.8","94.6",,,,"54.4",
"Almonte, Yency","R","90","91.4","69",,,,,"52.6",
"Boyd, Matthew","L","89.9","87.3",,"83",,"78.1","53.2",,
"Stripling, Ross","R","89.9","85.8","56.7","87.2",,"77.6","25.2",,
"Ginkel, Kevin","R","89.9","92.4",,,,,"21.4",,
"Contreras, Roansy","R","89.8","89",,"97.7",,"76.9","31.8","34.8",
"Cano, Yennier","R","89.8","88.5",,"98.8",,,"27.2",,
"Wilson, Bryse","R","89.8","86.4","52.5","96.4",,"61.7",,,
"Warren, Austin","R","89.8","92.9","32.2",,,,"53.3",,
"Rocker, Kumar","R","89.8","90.5",,,,,"34.4",,
"Mlodzinski, Carmen","R","89.7",,"49.6",,,,"18.7","30.6",
"Brazobán, Huascar","R","89.7","87.1","35.4","79.3",,,,,
"Helsley, Ryan","R","89.7",,,,,"62.4","23.1",,
"Wilson, Steven","R","89.7",,,"97.5",,,,"43.3",
"Bazardo, Eduard","R","89.7","88.2",,,"76.8",,"54",,
"Smith, Burch","R","89.6",,"34.7",,,"84.2",,"43",
"Montero, Keider","R","89.6","82.7",,"89.5",,"77.2","47.4",,
"Leahy, Kyle","R","89.6",,,"79",,"82.5","39","51.3",
"Zerpa, Angel","L","89.6","84.4",,"98.9",,,"39.5",,
"Shugart, Chase","R","89.6","87.7","47.4","84.8",,,,"69.3",
"Blewett, Scott","R","89.5",,,,"65.5",,"18.4",,
"Soriano, José","R","89.5","91.2",,,"86.6","65.4","18",,
"Winans, Allan","R","89.5","85.4",,"69.5",,,"52",,
"Okert, Steven","L","89.5","84.2",,"93.2",,,"46.4",,
"Rodríguez, Randy","R","89.5","84.4",,"85.1",,,"47.6",,
"Rasmussen, Drew","R","89.5","90.6","25.3",,,,,"50.5",
"Olson, Reese","R","89.4","91.3",,"74",,"85.6","31.6",,
"Cannon, Jonathan","R","89.4","89.1","59.2","76.5",,,,"42",
"Kilian, Caleb","R","89.3",,"31.4",,,,,"48.2",
"Morejon, Adrian","L","89.3","84.8",,,"81.9",,"46.7","69.5",
"Quijada, José","L","89.3",,,"98.5",,,,,
"Junk, Janson","R","89.2","90.9",,,,"73.2","47.5","50.9",
"Darvish, Yu","R","89.2","88.4","61.8",,"59.7","80.6","28.3","47.9",
"Blackburn, Paul","R","89.2","84.6","50.6","74.8",,"87.1","60",,
"Gilbert, Tyler","L","89.1","91.6","54.4",,,,,"30.9",
"Fulmer, Carson","R","89.1","79.5",,"92.2",,"53.6","30.4","47",
"Bellozo, Valente","R","89",,"46.3","89.3",,"71.8",,"54.9",
"Garcia, Robert","L","89",,,"89.9",,,"26.9",,
"Peralta, Freddy","R","89",,,"90.3",,"50.2","36.9",,
"Bachar, Lake","R","89",,,,"95.9",,,"58.6",
"Rutledge, Jackson","R","89","96.9","41",,"66.4",,"23.9",,
"Festa, David","R","89",,,"87.1",,,"28",,
"Hernández, Jonathan","R","88.9","91.5",,"93.4",,,"31.4",,
"Uceta, Edwin","R","88.8",,"51.3","78.7",,,,"52",
"Soto, Gregory","L","88.8","90.7",,,,,"17.5","34.5",
"Bivens, Spencer","R","88.7","83.5","56.4","73.2",,,,"51.2",
"Cleavinger, Garrett","L","88.7","84.1","37.4",,,,"33.9","69.3",
"Francis, Bowden","R","88.7","88.7",,,"85.3","89.1","37.5",,
"Gómez, Yoendrys","R","88.6",,,"95.6",,"65","45.5","43.5",
"Díaz, Jhonathan","L","88.4","77.3",,"80.3",,"83.1","52.9",,
"McArthur, James","R","88.3","88.8",,,,"80.1","13.8",,
"Matzek, Tyler","L","88.3",,,,,,"42.1",,
"Bush, Ky","L","88.2",,,"87.7",,"74.9","28.3",,
"Tinoco, Jesus","R","88.2","88.1",,"98.3",,,"28.3",,
"Walker, Josh","L","88.2","84",,,,"26",,,
"Webb, Jacob","R","88.1",,,"99.6",,,,"45.5",
"Faucher, Calvin","R","88.1",,"22.3",,,"68",,"39",
"Ortiz, Luis L.","R","88.1","78.2","45.3","97.2",,,"25.7",,
"Burr, Ryan","R","88",,,,,,"29.9",,
"Hendricks, Kyle","R","87.9","80.8",,"75",,"79.4",,,
"Freeland, Kyle","L","87.8","83.8","34.8","95.8",,"43.8",,,
"Iglesias, Raisel","R","87.7","89.6",,"87",,,"34",,
"Chirinos, Yonny","R","87.6","85.7",,,"57.9",,"26",,
"Brieske, Beau","R","87.6","86.7",,"87.2",,,"20",,
"Adam, Jason","R","87.5",,"15.9","78.5",,,"30.8","58.9",
"Romero, JoJo","L","87.4","86.3",,"98.6",,,"36.8",,
"Cease, Dylan","R","87.3",,"41.2","87.9",,"77.8","24.9","66.5",
"Smith, Drew","R","87.3",,"40.3","97.7",,"71.1","41.2",,
"Newcomb, Sean","L","87.3","82.3",,,,"89.2",,,"64.6"
"Walters, Andrew","R","87.2",,,,,,"29.3",,
"Rodriguez, Carlos","R","87.2","93.1","59.6","98.8",,"69.3","40.1",,
"Voth, Austin","R","87.1",,"46",,,"86.7",,"56.9",
"Campbell, Isaiah","R","87.1",,,,,,"27","52.3",
"Crochet, Garrett","L","87.1","85.4","39.1","99.4",,,,"49.6",
"Wicks, Jordan","L","87.1","94.7",,"94.8",,"66.4","25.1","41.6",
"Maeda, Kenta","R","86.9","79.1","21.7",,"79.5","77","19.2","32.7",
"Vásquez, Randy","R","86.8","85.9","49.3","94.4",,"54.9",,"54.2",
"Kinley, Tyler","R","86.7",,,"97.5",,,"31.7",,
"Irvin, Jake","R","86.7","84.1","49.3","85.2",,"63.3",,,
"Sims, Lucas","R","86.6",,"57.2",,,"77.8","37.4","52.4",
"Leone, Dominic","R","86.5","84.6","42.8","79.8",,,"40.7","35.8",
"Ross, Joe","R","86.4","80",,"93.4",,"54","27.4",,
"Sandlin, Nick","R","86.4","85.3",,,"88.3",,"51",,
"Miley, Wade","L","86.3","85.8","55.9","91.8",,,,,
"Avila, Nick","R","86.2","86.4","26.7",,,"65.9",,,
"Kochanowicz, Jack","R","86.1","81.8",,"64.4",,,"30.2","42.4",
"Quintana, Jose","L","86.1","85.5",,"92.6",,"61.7",,,"59.9"
"Casparius, Ben","R","86.1",,,,,"76.2","54.7",,
"Horn, Bailey","L","86",,"29.2",,,"80.1",,"49.2",
"Gibson, Kyle","R","86","81.6","56.7","79.4",,"66.7",,"49.6",
"Mikolas, Miles","R","85.9","81.7",,"90.9",,"77.7","25.6","39.2",
"Parsons, Wes","R","85.9","86.2",,,,"74.4","16.4",,
"Spiers, Carson","R","85.9","85.3","44.3","98.8",,,"41.2","60.4",
"McGreevy, Michael","R","85.9","80.5","44.5","90.2",,"78.9",,"38.1",
"Corbin, Patrick","L","85.8","82.3","30.1","98.7",,"23.8","19.7",,
"Gallen, Zac","R","85.8",,"50.9","89.5",,"69.9","32.9",,
"McCaughan, Darren","R","85.7","84.4",,"99.3",,,,"36.2",
"Basso, Brady","L","85.6",,"56.2","99.5",,"72.5",,,
"Zulueta, Yosver","R","85.5","81.9",,,,,"20.7","28.1",
"Minter, A.J.","L","85.5",,"32.2","93.4",,,,,
"Ellard, Fraser","L","85.5","65.3","41.3","63.5",,,"34.1",,
"Bloss, Jake","R","85.3",,,"86.6",,"84.5","45.9","37.4",
"Castillo, Diego","R","85.1","78.6",,,,,"17.4",,
"Martinez, Seth","R","85","83.5",,"81.4",,,,"50",
"Bubic, Kris","L","85","86.7",,"86.2",,,,"44.5",
"Kershaw, Clayton","L","84.9",,,,"89.8","85.2","43.3",,
"Ramirez, Emmanuel","R","84.9",,,,"67.2",,"83",,
"Ryan, River","R","84.8","88.3",,"91",,"87.9","27.1",,
"Abreu, Bryan","R","84.8",,,,,,"56.4",,
"Kuhnel, Joel","R","84.7","89.8",,"88.8",,,"30.2",,
"Elder, Bryce","R","84.7","81.5",,"73.3",,,"9.9",,
"Armstrong, Shawn","R","84.6","89.1","53.8",,,,,"42.5","55.9"
"Ramírez, Yohan","R","84.6","83.4",,,,"86.2",,"60.7",
"Keller, Mitch","R","84.6","76.2","44.3","77.5",,"92.7","30.1","65.8",
"Martin, Davis","R","84.5",,"39.7","69.8",,"81.2","37.2",,
"Marsh, Alec","R","84.5","85.3",,"88.8",,"64.9","18.5","33.8",
"Holton, Tyler","L","84.4","83.1","42.1","95.5",,"83.7",,"51.5",
"Stratton, Chris","R","84.4","80.3",,"79.5",,"79","26.4",,
"Sánchez, Sixto","R","84.4","82.3","30.2","86.8",,,,,
"Bickford, Phil","R","84.3",,,,,,"45.8",,
"Holmes, Grant","R","84.2",,"64","92.5",,"45.8","21.5",,
"Gil, Luis","R","84.2",,,"88.4",,,"33.1",,
"Lugo, Seth","R","84.1","81.5","65.5","85.6","81.4","83.8","32","49.4","77.3"
"Hudson, Daniel","R","84.1","85.6",,"98.7",,,"26.5",,
"Burdi, Nick","R","84",,,,,,"32.4",,
"Pérez, Cionel","L","84","81.2",,,,,"56",,
"Zuñiga, Guillo","R","84","87",,"88.2",,,"32.3",,
"Hall, DL","L","83.9",,,"98.6",,"72.1","43.3",,
"Soroka, Michael","R","83.9","82.9",,"94.9",,,"44.8",,
"Bibee, Tanner","R","83.8",,"32.3","90.8",,"65.3","54.4",,
"Waldrep, Hurston","R","83.8",,,,"97.5",,"23.6",,
"Eflin, Zach","R","83.6","76.6","47.2","93",,"62",,"51.6",
"Saucedo, Tayler","L","83.6","90.3",,"95.3",,"76.8","27.8","45.2",
"Floro, Dylan","R","83.6","85.2",,"95.4",,,"21.6",,
"Ferguson, Tyler","R","83.5","80.1","34","91.3",,,,"34.4",
"France, J.P.","R","83.4",,"32.1","97.2",,"99.1",,"55.1",
"Fitts, Richard","R","83.4",,,,"84.6",,"31.5","39.7",
"Wheeler, Zack","R","83.2","84.2","43",,"79.1","58.2",,"31.3",
"Bassitt, Chris","R","82.9","85.7","52.8","97.5","96.1","95.2","40.9","80.2",
"Flaherty, Jack","R","82.9","74.4",,"81.8",,"79.3","43.9",,
"Rea, Colin","R","82.9","79.3","53",,"95.9","79.7",,"63.5",
"Banks, Tanner","L","82.8","78.5",,"79.3",,"40.9","37.2",,
"Wesneski, Hayden","R","82.8","82.9","36.8","91.3",,,,"61",
"Barnes, Jacob","R","82.7",,"48.3",,,,"37.5",,
"Feltner, Ryan","R","82.6","76.1",,"66.9",,"71.8","43","40.1",
"Jax, Griffin","R","82.4","79.8",,"75.1",,"62.8",,"41.3",
"Winckowski, Josh","R","82.4","86.8","34.6","91.2",,,"36.3",,
"García, Yimi","R","82.4","84",,"93.6",,"51.6","34.9","40.8",
"Ramírez, Erasmo","R","82.3","86.5","69.7","90.8",,"26.2",,,
"Senzatela, Antonio","R","82.3",,,"66",,"52.5","37.6",,
"Medina, Luis","R","82.2","83.2",,"94.9",,"81.9","23.9",,
"Meyer, Max","R","82.1","83.7",,"91.2",,,"15.6",,
"Garrett, Braxton","L","81.9","79.7","15.7","85.9",,"75.9","41.1",,
"Dunning, Dane","R","81.8","85.3","68.7","97.9",,"99.4","32.5",,
"Kolek, Stephen","R","81.8","71.5","39.1","85.2",,,"21.8","64.6",
"Manoah, Alek","R","81.7","79.8",,"74",,,"50.8",,
"García, Luis","R","81.6","85.4","23.7",,"78.5",,"48.2","56.8",
"Bello, Brayan","R","81.5","88.1",,"98.1",,,"36.5",,
"King, Michael","R","81.5","74.2",,"95",,,"27.6","52.1",
"Bummer, Aaron","L","81.5","82.6","20.4","92.2",,"74.6",,"68.7",
"Peterson, David","L","81.4","78.1",,"92.3",,"70.4","19.8",,
"Schreiber, John","R","81.1","81.6","35.3","82.9",,,,"60.3",
"Soriano, George","R","81",,,"90",,,"29",,
"Ottavino, Adam","R","81","77.6","37.2","74.6",,,"53.8","69.3",
"Montas, Frankie","R","80.8","75.9","46.8",,"80.4",,"36.1",,
"Kelly, Merrill","R","80.7","78.6","61.5","77.6",,"66.2","21.7",,
"Germán, Domingo","R","80.7","82.7",,"78.4",,"14.4",,,
"Montgomery, Jordan","L","80.6","85.3",,"97.9",,"60.3","24.8",,
"Strickland, Hunter","R","80.5","84.7","44.6","92.5",,,"38.7","62.6",
"Rodríguez, Manuel","R","80.5","86.3",,,,,"30.9",,
"Hernandez, Nick","R","80.3",,,,,,"26",,
"Singer, Brady","R","80.1","81.7",,"86.9",,,"31.9","39.5",
"Boyle, Joe","R","80.1",,,,,"85.8","34.2","59.4",
"Schwellenbach, Spencer","R","80","82.5","52.8",,"84.3","65.8","31.6",,
"Buttó, José","R","80","86",,"68.6",,,"19.1","54.8",
"Hartlieb, Geoff","R","79.8","81.5","45.2",,,,"10.9",,
"Payamps, Joel","R","79.8","79.3",,"78.9",,,"43.8",,
"Sewald, Paul","R","79.7",,,,,,,"36.2",
"Warren, Will","R","79.4","74.7","26.6","95.2",,,,"50.2",
"Garabito, Gerson","R","79.3","74.9",,"87.1",,"52.5","27.7",,
"Priester, Quinn","R","79.2","78.8",,"94.1",,"58.5","28.5",,
"Hudson, Dakota","R","79.1","84.4",,"88.6",,"57.6","12.6",,
"White, Mitch","R","79.1","68",,,,"78.1","19.5","45.8",
"Rodriguez, Eduardo","L","79.1","76.8","55.5","86.6",,,"27.8",,
"Suárez, Ranger","L","79","73.6","34.9","76.7",,"87.6",,,
"Anderson, Grant","R","78.8","80",,"87.2",,,"31.4",,
"Bender, Anthony","R","78.7","80.3","52.7","84.1",,,"38.4","47.7",
"Lovelady, Richard","L","78.6","79.2",,,,,"23.6","33.5",
"Silseth, Chase","R","78.4","76",,,"49.6",,,"67.8",
"Leclerc, José","R","78.3","79.4","42.2","83.5",,,"41.7",,
"Díaz, Alexis","R","78.3",,,,,,"26.7",,
"King, John","L","78.2","81.4",,"94.6",,,"26.1",,
"Kelly, Kevin","R","78.2","82.2","45",,,,,"73.7",
"Stratton, Hunter","R","77.9",,"54.2",,,,"45.7",,
"Fedde, Erick","R","77.8","70.7","52","67.6",,,,"42.2",
"Domínguez, Seranthony","R","77.8","78.4",,"97.6",,,"36.1","38.9",
"Hurter, Brant","L","77.4","81.4",,"97.5",,,,"40.1",
"Toussaint, Touki","R","77.4","71.4",,,"74.7","84.7",,,
"Moll, Sam","L","77.2","83",,"89.2",,,,"51.7",
"Junis, Jakob","R","77","71.2",,"76.4",,,"49",,
"Lazar, Max","R","76.8",,"45.9",,,"87.6",,,
"Thompson, Ryan","R","76.3","80.1",,,,,"71.2",,
"López, Pablo","R","76.3","78.3",,"87.4",,"68.7",,"47.9",
"Treinen, Blake","R","76.3","76.9","37.6",,,,,"54.4",
"Thornton, Trent","R","76.3","73.4","31.9","67.1",,"63.4","30.1","45.4",
"Núñez, Dedniel","R","76.2","76.6",,,,,"24.3",,
"Poteet, Cody","R","76.2","70.4",,"77.7",,"67",,"53.5",
"Weissert, Greg","R","76.1","81.4",,"99.3",,,"37.3","73.4",
"Hodge, Porter","R","76",,,,,,,"64.1",
"Muller, Kyle","L","76",,,"83.3",,"67.4","12.9",,
"Webb, Logan","R","75.9","75.9","47.4","82.2",,,,"55.6",
"Scott, Tanner","L","75.8",,,,,,"32.9",,
"Avila, Pedro","R","75.6","71.8",,"24.5",,"84.7","43","79.1",
"Ginn, J.T.","R","75.5","80.8",,"80",,,"20.3",,
"Bielak, Brandon","R","75.5","71.1",,"82.3",,"85.2",,"35.3",
"Carrasco, Carlos","R","75.2","72.3",,"58.5",,"68.9","27.2","40.4",
"Cronin, Declan","R","75.1","71.5",,,,,"27.6",,
"Stewart, Brock","R","74.9","78.4","41.1",,,,,"57.4",
"Strzelecki, Peter","R","74.7","85.6","38.3","99.3",,,,"52.8",
"Mushinski, Parker","L","74.5","66.1","45.2",,,"79.9",,"57.4",
"Glasnow, Tyler","R","74.1","75.9",,,,"69.1","18.7",,
"Lynn, Lance","R","74.1","69.7","33.2","85.1",,"61.5",,"45.3",
"Kelly, Michael","R","73.9",,,,,,"31.2","68.5",
"Tyler, Kyle","R","73.6",,"70.6",,,"78.5","44.6",,
"Herrin, Tim","L","73.5","70",,,,"50.4","14.3",,
"Teng, Kai-Wei","R","72.8","69",,,,"76.9","14.6","44.3",
"Cuas, Jose","R","72.7","77",,"98.4",,,,"44",
"Hudson, Bryan","L","72.6",,"33",,,,,"81.4",
"Pfaadt, Brandon","R","72.2","78.1",,"82.3","77.5","73.5",,"38.9",
"Rodríguez, Yariel","R","72.1","78.6",,,"92.5","74.3","29.8",,
"Pressly, Ryan","R","71.9","67.8",,"59.4",,"68.5","29.7",,
"Keller, Brad","R","71.9","74.9",,"68.7",,"55.3","45.9","53.1",
"Bolton, Cody","R","71.9","71.9","38.4","75.2",,,,"57.1",
"Castellanos, Humberto","R","71.7","77.8","46.2","94.3",,"66",,,
"Bradish, Kyle","R","71.7","77.7",,,,"69.2","37",,
"Duffey, Tyler","R","71.6","80.9",,"96.2",,"76.8","34.8",,
"Woodford, Jake","R","71.4","80.8","46.7","91.9",,,,"56.7",
"King, Bryan","L","71.3","73",,,,"72.7","56.2",,
"Little, Luke","L","71",,,,,,,"61.6",
"Pallante, Andre","R","70.9","86.2",,,,"78.3","34.1",,
"Brewer, Colten","R","70.7",,,,,"90.8","37.2",,
"Coulombe, Danny","L","70.5","63.8","24.2",,,"96.9",,"53.3",
"Thompson, Keegan","R","69.3",,"43","60",,"78.3",,"42.9",
"Suter, Brent","L","69.1","85.6",,"93.1",,,"42.1",,
"Paredes, Enoli","R","68.9","67.3",,,,,"38.8",,
"Kittredge, Andrew","R","68.6","81.1",,,,,"34",,
"Barlow, Scott","R","68.2","69",,,,"89.9","59.7","62.5",
"Williams, Trevor","R","67","73.7",,"89.6",,,"38.5","53",
"Zastryzny, Rob","L","66.6",,"36.3",,,,,,
"Fried, Max","L","66.4","65.3","29.1","87.3",,"90.9","44.1","67.5",
"Pint, Riley","R","66.2",,,,,,"30.7",,
"Roycroft, Chris","R","66.1","92.3",,,,,,"49.4",
"Steele, Justin","L","65.3","72.9",,"79.4",,"71.1","45.9",,
"Phillips, Tyler","R","64.5","84.1",,"90.1",,"74.7",,"40.4",
"Anderson, Shaun","R","63.7","69.9",,"79.1",,,"38.7","49.8",
"Miller, Tyson","R","63.1","65.8",,"65.9",,"83.7",,"54.5",
"Musgrove, Joe","R","63.1","64.9","40.8","61.9",,"83.9",,"67.2",
"Festa, Matt","R","62.9",,"42.2",,,,,"48.5",
"Gray, Sonny","R","62.8","62.5","32.5","77.4",,"91.6",,"61.9",
"Stroman, Marcus","R","60.6","60.1","27.9",,"79.2","76.2","26.3",,"54.9"
"Cimber, Adam","R","57.3","63.7",,,,,"68.2",,
"Adams, Austin","R","55.9","54.1",,,,,"33.6",,
"Cosgrove, Tom","L","55.1","59.1",,,,,,"60.6",
"Turnbull, Spencer","R","53.3","71.7",,"90",,"87.6","40.9","48.6",
"Snider, Collin","R","47.1","52.8","26.4",,,,,"63.8",